id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
6289,21218,Lourdes Peres,2.97311e+17,30/07/2025,1357.25,MXN,Transferencia internacional,Chihuahua,1.46303e+17,Remesas,19:06:16,Pago internacional,10536.44,9179.19,Sucursal bancaria,Transferencia internacional,Completada,No
6290,17456,Eva Ochoa,6.00213e+17,28/07/2025,88.86,MXN,Retiro,Ciudad de Mexico,7.66397e+17,Efectivo,23:45:56,Retiro en ventanilla,74558.13,74469.27,Cajero automatico,Efectivo,Completada,No
6291,16559,Salma Padilla,4.48688e+17,27/06/2025,809.87,MXN,Pago de servicio,Guadalajara,6.60344e+17,Servicios,19:24:23,Pago TV por cable,54932.45,54122.58,App movil,Tarjeta debito,Completada,No
6292,14156,Alejandra Nieves,3.33323e+17,23/09/2025,180.39,MXN,Compra en linea,Veracruz,9.84793e+17,Consumo,00:12:09,Compra tienda online,9328.43,9148.04,Web,Pago movil,Completada,No
6293,21240,Gustavo Galarza,7.71928e+17,24/07/2025,245.73,MXN,Deposito,Toluca,7.71928e+17,Ahorro,00:24:30,Deposito por cheque,50740.55,50986.28,Sucursal bancaria,Efectivo,Completada,No
6294,10034,Guadalupe German Mendoza Serna,4.54708e+17,18/07/2025,1434.0,MXN,Transferencia,San Luis Potosi,1.37231e+17,Servicios,11:32:50,Abono a tarjeta,28618.86,27184.86,App movil,Transferencia bancaria,Completada,No
6295,10407,Jaqueline Mayorga,4.35041e+17,15/06/2025,1732.08,MXN,Transferencia,Leon,3.21244e+17,Servicios,21:41:00,Transferencia a familiar,360.27,-1371.81,App movil,Transferencia bancaria,Completada,No
6296,2060,Ofelia Miranda,7.15239e+16,19/09/2025,1887.76,MXN,Pago de servicio,Leon,7.45669e+17,Servicios,09:08:39,Pago luz,6150.68,4262.92,App movil,Tarjeta credito,Completada,No
6297,5818,Dulce Canales,8.47715e+17,01/11/2024,39.67,MXN,Retiro,Aguascalientes,4.82923e+17,Efectivo,02:05:38,Retiro en ventanilla,27632.24,27592.57,Sucursal bancaria,Efectivo,Completada,No
6298,18734,Esteban Angelica Gamez Rosales,5.66517e+17,16/09/2025,2311.25,MXN,Pago de servicio,Toluca,1.81783e+16,Servicios,19:03:46,Pago telefonia,35643.21,33331.96,App movil,Tarjeta debito,Completada,No
6299,14106,Fidel Gaona,7.59325e+17,05/01/2025,1052.05,MXN,Compra en linea,Hermosillo,8.55401e+17,Consumo,07:36:43,Compra tienda online,15620.4,14568.35,App movil,Tarjeta debito,Completada,No
6300,14557,Monica Rosado,2.46816e+17,15/09/2025,634.5,MXN,Pago de servicio,Ciudad Juarez,5.09978e+17,Servicios,09:30:15,Pago internet,36043.65,35409.15,Domiciliacion,SPEI,Completada,No
6301,10559,Elvia Asuncion Escobedo Casanova,1.3067e+17,21/08/2025,922.69,MXN,Deposito,Hermosillo,1.3067e+17,Ingreso,14:51:33,Deposito en efectivo,3252.54,4175.23,Sucursal bancaria,Deposito en ventanilla,Completada,No
6302,5084,Ariadna Tafoya,9.04742e+17,04/06/2025,2973.11,MXN,Retiro,Tuxtla Gutierrez,3.06975e+16,Consumo,07:34:05,Retiro en ventanilla,1816.46,-1156.65,Sucursal bancaria,Efectivo,Completada,No
6303,8364,Angela Zeferino Carrera,2.5801e+17,20/07/2025,1170.03,MXN,Pago de servicio,Puebla,6.22915e+17,Servicios,05:19:43,Pago luz,61160.37,59990.34,Web,Tarjeta credito,Completada,No
6304,17952,Maria Oliver Orozco,7.25689e+17,20/09/2025,154.3,MXN,Transferencia internacional,Ciudad de Mexico,5.47231e+17,Transferencia personal,13:55:43,SWIFT a extranjero,23113.23,22958.93,Sucursal bancaria,SWIFT,Completada,No
6305,19042,Olivia Humberto Mota,8.07516e+17,05/04/2025,797.22,MXN,Pago de nomina,Toluca,1.69848e+16,Nomina,04:06:35,Pago trabajador,16947.47,17744.69,Sucursal bancaria,Transferencia bancaria,Completada,No
6306,22905,Homero Magdalena Avila,4.73076e+17,06/12/2024,5007.53,MXN,Deposito,Oaxaca,4.73076e+17,Ahorro,01:22:39,Deposito en efectivo,40336.27,45343.8,Cajero automatico,Deposito en ventanilla,Completada,No
6307,11351,Leonel Celia Muro,4.16752e+17,16/05/2025,768.69,MXN,Deposito,Veracruz,4.16752e+17,Ahorro,23:05:10,Deposito por cheque,33320.54,34089.23,Sucursal bancaria,Deposito en ventanilla,Completada,No
6308,1315,Sergio Pantoja,6.33839e+17,24/08/2025,699.29,MXN,Pago de nomina,Aguascalientes,3.77051e+17,Ingreso,06:36:15,Pago trabajador,43843.82,44543.11,Sucursal bancaria,Transferencia bancaria,Completada,No
6309,3483,Angel Meza,4.37632e+17,22/08/2025,3553.06,MXN,Deposito,Ciudad Juarez,4.37632e+17,Ingreso,17:07:21,Deposito por transferencia,7946.39,11499.45,Sucursal bancaria,Efectivo,Completada,No
6310,15067,Minerva Luis Berrios Puga,1.52505e+17,31/03/2025,541.67,MXN,Pago de servicio,Oaxaca,1.15848e+17,Servicios,22:35:12,Pago agua,20425.22,20425.22,Domiciliacion,SPEI,Pendiente,No
6311,24728,Amalia Dulce Raya Carmona,5.62161e+17,18/09/2025,882.68,MXN,Transferencia internacional,Queretaro,3.45633e+17,Remesas,02:18:31,Pago internacional,43486.08,42603.4,Web,SWIFT,Completada,No
6312,1994,Reina Rojas,4.0672e+16,11/05/2025,1409.24,MXN,Retiro,Tijuana,4.07865e+17,Efectivo,11:22:10,Retiro por emergencia,24932.53,23523.29,Sucursal bancaria,Efectivo,Completada,No
6313,12549,Socorro Rodrigo Valencia Gurule,3.96489e+17,02/11/2024,760.0,MXN,Pago de nomina,Cancun,5.29146e+17,Nomina,03:21:39,Nomina quincenal,35191.19,35951.19,Sucursal bancaria,SPEI,Completada,No
6314,2978,Natividad Badillo,7.06595e+17,20/03/2025,2811.76,MXN,Pago de nomina,Hermosillo,8.36516e+17,Ingreso,22:42:53,Nomina mensual,42403.9,45215.66,App movil,Transferencia bancaria,Completada,No
6315,17193,Gabriela Adalberto Santiago,7.68512e+17,07/12/2024,236.45,MXN,Retiro,Cancun,5478670000000000.0,Consumo,03:13:00,Retiro en ventanilla,23833.43,23596.98,Sucursal bancaria,Efectivo,Completada,No
6316,18418,Mauricio Anel Marrero,4.1433e+17,29/10/2024,3055.48,MXN,Deposito,Ciudad Juarez,4.1433e+17,Ahorro,20:54:40,Deposito por transferencia,28693.33,31748.81,Corresponsal,Cheque,Completada,No
6317,4877,Maria Cristina Barbara Soria Hinojosa,1.65694e+17,24/08/2025,630.11,MXN,Deposito,Monterrey,1.65694e+17,Ingreso,23:47:45,Deposito por transferencia,33052.95,33683.06,Corresponsal,Efectivo,Completada,No
6318,12454,Indira Cordova Prado,2.2785e+17,19/10/2025,118.25,MXN,Pago de servicio,Chihuahua,4.05103e+17,Servicios,12:10:06,Pago telefonia,17685.58,17567.33,Web,Tarjeta debito,Completada,No
6319,22893,Sara Pena,9.60455e+17,20/08/2025,35.34,MXN,Pago de nomina,San Luis Potosi,9.07575e+16,Nomina,00:39:37,Nomina mensual,52370.82,52406.16,App movil,SPEI,Completada,No
6320,25929,Karina Montero,6.15526e+17,18/03/2025,723.52,MXN,Deposito,Merida,6.15526e+17,Ingreso,09:41:18,Deposito por transferencia,47711.7,48435.22,Sucursal bancaria,Efectivo,Completada,No
6321,15447,Adela Camilo Zuniga Colon,3.939e+17,06/02/2025,1931.16,MXN,Pago de servicio,Leon,8.25867e+17,Servicios,00:50:39,Pago telefonia,24253.76,22322.6,Domiciliacion,Domiciliacion,Completada,No
6322,11447,Genaro Quinonez,9.50187e+16,15/09/2025,448.96,MXN,Retiro,Monterrey,8.92995e+17,Consumo,22:27:01,Retiro en ventanilla,4523.2,4074.24,Cajero automatico,Efectivo,Completada,No
6323,2635,Luis Orosco Duarte,7.11843e+17,05/08/2025,2008.22,MXN,Compra en linea,Oaxaca,6.02149e+17,Consumo,04:48:23,Compra Mercado Libre,12636.16,10627.94,App movil,Tarjeta credito,Completada,No
6324,9936,Lucas Alcantar,8.21948e+17,18/08/2025,5121.21,MXN,Compra en linea,Aguascalientes,5.21903e+17,Consumo,16:50:29,Compra tienda online,6531.37,1410.16,App movil,Tarjeta debito,Completada,No
6325,7509,Dario Llamas Valencia,8.37968e+17,25/05/2025,3199.73,MXN,Pago de servicio,Oaxaca,5.7857e+17,Servicios,05:51:37,Pago telefonia,1043.89,-2155.84,App movil,SPEI,Completada,No
6326,7298,Adela Mata,5.37838e+17,11/11/2024,141.35,MXN,Compra en linea,Merida,9.99859e+17,Consumo,09:20:20,Suscripcion streaming,51165.41,51024.06,App movil,Tarjeta credito,Completada,No
6327,6479,Mariano Lugo Ochoa,1.82291e+17,03/03/2025,1372.03,MXN,Pago de servicio,Tijuana,3.75039e+17,Servicios,07:42:02,Pago agua,21918.92,20546.89,Web,Domiciliacion,Completada,No
6328,5850,Aurora Munguia,4.58081e+17,08/11/2024,135421.44,MXN,Transferencia,Toluca,3.69789e+17,Transferencia personal,02:49:13,Abono a tarjeta,28072.7,-107348.74,App movil,Transferencia bancaria,Completada,Si
6329,19883,Federico Jose Carlos Valle,7.2786e+16,14/11/2024,798.37,MXN,Compra en linea,Cancun,4.06266e+17,Consumo,03:39:35,Compra Amazon,12948.06,12149.69,Web,Tarjeta debito,Completada,No
6330,16805,Lucas Dulce Najera,1.18115e+17,04/12/2024,995.61,MXN,Transferencia,Ciudad Juarez,1.79432e+17,Servicios,19:08:16,Transferencia a familiar,2615.26,1619.65,Web,Transferencia bancaria,Completada,No
6331,7187,Guadalupe Brito Crespo,1.05119e+17,03/01/2025,502.36,MXN,Pago de servicio,Tijuana,9.68512e+17,Servicios,03:13:52,Pago TV por cable,10946.85,10444.49,Web,Tarjeta debito,Completada,No
6332,17475,Esperanza Magana Navarro,5.09e+17,02/09/2025,2679.7,MXN,Compra en linea,Toluca,7.16267e+17,Consumo,15:53:55,Compra Mercado Libre,26760.88,24081.18,Web,Tarjeta credito,Completada,No
6333,7725,Salma Mayte Macias,2.90635e+17,20/04/2025,625.81,MXN,Transferencia internacional,Aguascalientes,7.88577e+17,Remesas,00:16:43,SWIFT a extranjero,7907.2,7281.39,Web,Transferencia internacional,Completada,No
6334,18605,Arturo Soledad Henriquez Cardona,5.48548e+17,16/02/2025,514.55,MXN,Compra en linea,Veracruz,4.87249e+16,Consumo,08:31:46,Suscripcion streaming,51982.22,51467.67,Web,Tarjeta debito,Completada,No
6335,7013,Emiliano Ojeda,5.19658e+17,22/09/2025,5950.56,MXN,Deposito,Guadalajara,5.19658e+17,Ingreso,04:28:11,Abono nomina,18778.23,24728.79,Sucursal bancaria,Deposito en ventanilla,Completada,No
6336,6308,Reina Negrete Chavez,5.29449e+17,09/09/2025,803.72,MXN,Pago de nomina,Merida,879758000000000.0,Nomina,16:34:11,Pago trabajador,38893.31,39697.03,App movil,Transferencia bancaria,Completada,No
6337,15161,Maria Luisa Renato Saucedo Bravo,9.79096e+17,02/12/2024,2141.22,MXN,Pago de servicio,Cancun,6.52103e+17,Servicios,06:24:56,Pago agua,19944.35,19944.35,Web,SPEI,Cancelada,No
6338,15405,Francisco Maria Figueroa,3.1954e+16,05/10/2025,1155.95,MXN,Transferencia,Oaxaca,8.75334e+17,Servicios,14:48:05,Abono a tarjeta,51981.25,50825.3,App movil,SPEI,Completada,No
6339,6353,Ernesto Batista,8.63928e+17,22/01/2025,1223.26,MXN,Compra en linea,Ciudad Juarez,6.42618e+17,Consumo,04:09:19,Compra tienda online,37565.5,36342.24,Web,Tarjeta debito,Completada,No
6340,25918,Ana Cristobal Godinez,6.72063e+17,12/06/2025,172.58,MXN,Transferencia,Puebla,3.67763e+17,Transferencia personal,22:54:01,Pago a proveedor,24581.39,24408.81,Sucursal bancaria,Transferencia bancaria,Completada,No
6341,9941,Mariano Miguel Angel Trujillo Teran,3.81234e+17,13/11/2024,193.71,MXN,Compra en linea,Toluca,8.91109e+17,Consumo,09:43:37,Compra Mercado Libre,22332.59,22138.88,Web,Tarjeta debito,Completada,No
6342,4801,Gilberto Leal Heredia,3.44755e+17,13/10/2025,2787.89,MXN,Pago de nomina,Culiacan,5.60597e+17,Nomina,03:13:40,Nomina quincenal,50055.85,52843.74,Sucursal bancaria,SPEI,Completada,No
6343,18391,Claudio Ordonez,4.63487e+16,13/04/2025,4762.19,MXN,Retiro,Oaxaca,3.59385e+17,Consumo,07:59:36,Retiro en cajero,10486.04,5723.85,Cajero automatico,Efectivo,Completada,No
6344,18463,Mitzy Gil,4.68811e+17,04/08/2025,6293.94,MXN,Pago de nomina,Queretaro,8.92204e+16,Ingreso,04:28:35,Nomina mensual,38657.61,44951.55,App movil,SPEI,Completada,No
6345,22148,Ines Ibarra,1.18413e+17,24/10/2024,4545.91,MXN,Pago de nomina,Tijuana,2.90469e+17,Ingreso,07:40:50,Pago trabajador,21216.53,25762.44,Sucursal bancaria,Transferencia bancaria,Completada,No
6346,14000,Isaac Alcantar Saiz,3.90548e+17,19/10/2025,631.67,MXN,Compra en linea,Toluca,7.2375e+17,Consumo,08:46:24,Compra Mercado Libre,556.86,-74.81,App movil,Tarjeta debito,Completada,No
6347,17444,Berta Espinal,1.34209e+17,21/08/2025,923.74,MXN,Deposito,Morelia,1.34209e+17,Ahorro,19:54:06,Deposito por transferencia,10093.48,11017.22,Corresponsal,Deposito en ventanilla,Completada,No
6348,18284,Citlali Gabriela Zamora Macias,5.7866e+17,10/03/2025,3051.03,MXN,Pago de servicio,Toluca,5.86666e+17,Servicios,18:00:21,Pago agua,12551.89,9500.86,Domiciliacion,SPEI,Completada,No
6349,7689,Ruben Batista,7.28255e+17,21/11/2024,2183.87,MXN,Transferencia,Ciudad de Mexico,7.97111e+17,Transferencia personal,14:03:06,Transferencia a familiar,7747.91,5564.04,App movil,SPEI,Completada,No
6350,12317,Maximiliano Marcos Nino Centeno,7.20345e+17,20/01/2025,794.54,MXN,Compra en linea,Veracruz,8.07105e+17,Consumo,10:05:31,Compra Mercado Libre,14648.95,13854.41,Web,Tarjeta credito,Completada,No
6351,9749,Concepcion Mota,5.96456e+17,05/08/2025,3405.87,MXN,Compra en linea,Ciudad Juarez,9.65384e+17,Consumo,18:07:56,Suscripcion streaming,43299.58,39893.71,App movil,Pago movil,Completada,No
6352,8300,Linda Caban,5.72626e+17,07/06/2025,1077.32,MXN,Transferencia,Ciudad de Mexico,3.47813e+17,Transferencia personal,05:12:39,Abono a tarjeta,9326.21,8248.89,Sucursal bancaria,Transferencia bancaria,Completada,No
6353,24010,Roberto Burgos,6.4743e+17,25/02/2025,1309.94,MXN,Pago de nomina,Aguascalientes,8.14557e+17,Nomina,04:14:18,Pago trabajador,30207.48,31517.42,Sucursal bancaria,Transferencia bancaria,Completada,No
6354,25654,Felix de la Rosa,9.5449e+17,13/08/2025,730.01,MXN,Retiro,Aguascalientes,9.60517e+17,Efectivo,13:33:25,Retiro en ventanilla,45552.96,44822.95,Cajero automatico,Efectivo,Completada,No
6355,1005,Violeta Patricio Perea,3.95377e+17,10/04/2025,971.32,MXN,Pago de nomina,Ciudad de Mexico,6901050000000000.0,Nomina,09:42:49,Nomina mensual,2187.93,3159.25,Sucursal bancaria,SPEI,Completada,No
6356,8774,Karla Esperanza Berrios,8.05909e+17,03/09/2025,4038.75,MXN,Transferencia,Veracruz,6.84226e+17,Servicios,07:44:50,Pago a proveedor,12951.59,8912.84,App movil,SPEI,Completada,No
6357,20418,Timoteo Laboy,3.30877e+17,02/09/2025,1545.31,MXN,Compra en linea,Tijuana,9.76301e+17,Consumo,22:09:44,Compra Mercado Libre,8872.95,7327.64,Web,Tarjeta credito,Completada,No
6358,13183,Maximiliano Ontiveros,3.90102e+17,24/09/2025,2793.71,MXN,Transferencia,Merida,7.28206e+17,Servicios,08:49:05,Pago a tercero,29878.62,29878.62,Sucursal bancaria,Transferencia bancaria,Rechazada,No
6359,11259,Fidel Alta Gracia Partida Gil,1.30375e+17,31/03/2025,704.38,MXN,Retiro,Ciudad de Mexico,5.77431e+17,Efectivo,20:22:59,Retiro en cajero,30519.16,29814.78,Sucursal bancaria,Efectivo,Completada,No
6360,19607,Arcelia Guadalupe Urias Cano,7.86851e+17,02/08/2025,3387.8,MXN,Pago de servicio,Chihuahua,2.99852e+17,Servicios,19:42:35,Pago agua,27672.35,24284.55,App movil,Tarjeta credito,Completada,No
6361,24478,Camila Federico Saldivar Villanueva,3.80253e+17,14/06/2025,297.82,MXN,Retiro,Leon,4.05094e+17,Consumo,19:38:11,Retiro por emergencia,10968.2,10670.38,Sucursal bancaria,Efectivo,Completada,No
6362,23538,Delia Tellez,2.74328e+17,11/05/2025,1065.93,MXN,Transferencia internacional,Ciudad Juarez,2.976e+17,Transferencia personal,04:51:43,Pago internacional,32226.4,31160.47,Sucursal bancaria,Transferencia internacional,Completada,No
6363,8164,Agustin Miriam Frias,6.68927e+17,25/11/2024,390.35,MXN,Retiro,San Luis Potosi,1.21702e+17,Consumo,01:09:57,Retiro en ventanilla,2785.35,2395.0,Sucursal bancaria,Efectivo,Completada,No
6364,6677,Debora Carrero Roque,7.1245e+17,20/08/2025,1934.45,MXN,Deposito,Ciudad de Mexico,7.1245e+17,Ahorro,01:35:56,Deposito por transferencia,42413.73,44348.18,Sucursal bancaria,Efectivo,Completada,No
6365,7592,Amalia Carrero,3.21682e+17,24/10/2024,4094.86,MXN,Transferencia internacional,Tijuana,3.17835e+17,Transferencia personal,05:19:39,SWIFT a extranjero,41087.71,36992.85,Sucursal bancaria,Transferencia internacional,Completada,No
6366,16372,Alonso Arroyo,2.40497e+17,02/04/2025,1137.31,MXN,Transferencia internacional,Culiacan,9.19351e+17,Remesas,15:24:32,SWIFT a extranjero,54162.86,53025.55,Web,SWIFT,Completada,No
6367,5180,Leonardo Ariadna Perea,2.05749e+17,04/03/2025,24.76,MXN,Compra en linea,Ciudad Juarez,4.45028e+17,Consumo,23:40:24,Suscripcion streaming,1451.44,1426.68,App movil,Tarjeta credito,Completada,No
6368,18888,Yuridia Robles Negrete,4.68755e+16,13/02/2025,3596.78,MXN,Transferencia internacional,Morelia,5.83215e+17,Remesas,19:51:01,SWIFT a extranjero,27801.85,24205.07,Sucursal bancaria,Transferencia internacional,Completada,No
6369,3689,Marisol Saavedra Baez,3.70017e+17,25/10/2024,994.8,MXN,Compra en linea,Chihuahua,5.42238e+17,Consumo,14:02:53,Compra tienda online,62817.77,61822.97,Web,Tarjeta debito,Completada,No
6370,8808,Eloisa Lucia Casarez,7.63602e+17,02/09/2025,24.13,MXN,Transferencia,Cancun,1.90158e+17,Transferencia personal,11:14:57,Pago a tercero,6667.17,6643.04,Web,SPEI,Completada,No
6371,5770,Carla Heredia,1.88575e+17,14/11/2024,244.13,MXN,Pago de servicio,Tijuana,2.58532e+16,Servicios,02:52:51,Pago TV por cable,9330.0,9085.87,App movil,Domiciliacion,Completada,No
6372,6421,Isabel Barbara Barrios Alejandro,2.48343e+17,20/02/2025,966.2,MXN,Deposito,Ciudad de Mexico,2.48343e+17,Ahorro,13:13:13,Deposito por transferencia,21368.06,22334.26,Sucursal bancaria,Efectivo,Completada,No
6373,14334,Judith Betancourt Sosa,2.37646e+17,27/02/2025,3907.13,MXN,Transferencia internacional,Tijuana,9.98968e+17,Transferencia personal,12:52:25,SWIFT a extranjero,25625.85,21718.72,Web,SWIFT,Completada,No
6374,18558,Eduardo Cardona,8.81672e+17,09/10/2025,1467.22,MXN,Compra en linea,Tuxtla Gutierrez,9.57806e+17,Consumo,10:18:28,Compra Amazon,45133.75,43666.53,Web,Tarjeta credito,Completada,No
6375,3877,Cristal Cantu,7.7768e+17,09/05/2025,5123.19,MXN,Transferencia internacional,Toluca,5.53341e+17,Remesas,04:45:54,Envio remesas,26765.45,21642.26,Sucursal bancaria,Transferencia internacional,Completada,No
6376,19001,Jacinto Oswaldo Valle,5.11192e+17,17/05/2025,6985.01,MXN,Compra en linea,Hermosillo,9.85889e+17,Consumo,17:15:48,Compra Mercado Libre,43519.28,36534.27,App movil,Tarjeta credito,Completada,No
6377,4730,Delia Norma Coronado,9.73414e+17,23/02/2025,371.12,MXN,Transferencia internacional,Ciudad de Mexico,1.8422e+16,Transferencia personal,10:23:34,Envio remesas,3085.01,2713.89,Web,SWIFT,Completada,No
6378,1721,Bernabe Cervantez,1.31529e+17,05/03/2025,2163.53,MXN,Compra en linea,Tijuana,4.79299e+17,Consumo,09:44:45,Suscripcion streaming,1747.47,-416.06,Web,Tarjeta debito,Completada,No
6379,11742,Antonio Anel Monroy Amaya,7.17453e+17,15/07/2025,78.26,MXN,Transferencia internacional,Monterrey,6.92231e+17,Remesas,15:19:13,Envio remesas,14830.87,14752.61,Web,SWIFT,Completada,No
6380,24715,Abelardo Camila Candelaria,6.68719e+17,20/12/2024,1160.96,MXN,Compra en linea,Culiacan,6.78544e+17,Consumo,12:17:51,Compra tienda online,36324.44,35163.48,Web,Pago movil,Completada,No
6381,4926,Socorro Ortega Arguello,7.53882e+17,01/06/2025,471.0,MXN,Deposito,Puebla,7.53882e+17,Ahorro,00:21:34,Abono nomina,21330.1,21801.1,Cajero automatico,Cheque,Completada,No
6382,10176,Zoe Velasquez Villanueva,2.06197e+17,30/06/2025,1106.72,MXN,Retiro,Veracruz,410766000000000.0,Efectivo,01:03:01,Retiro en ventanilla,37886.51,36779.79,Sucursal bancaria,Efectivo,Completada,No
6383,13661,Wendolin Gallardo Lugo,5.0989e+17,14/07/2025,3228.15,MXN,Pago de nomina,Chihuahua,8.09978e+16,Nomina,19:23:49,Pago trabajador,17571.05,20799.2,Sucursal bancaria,Transferencia bancaria,Completada,No
6384,16578,Amalia Pineda,3424350000000000.0,08/01/2025,860.46,MXN,Deposito,Leon,3424350000000000.0,Ingreso,09:08:22,Abono nomina,6009.0,6869.46,Cajero automatico,Efectivo,Completada,No
6385,15903,Frida Teresa Sosa Arteaga,2.70272e+17,05/04/2025,309.12,MXN,Compra en linea,Aguascalientes,2.43744e+17,Consumo,05:02:50,Compra tienda online,25578.08,25268.96,Web,Tarjeta debito,Completada,No
6386,15037,Benito Cruz Miranda,5302740000000000.0,28/01/2025,1637.09,MXN,Transferencia,Merida,8.34771e+17,Transferencia personal,16:04:56,Transferencia a familiar,44576.93,42939.84,Web,SPEI,Completada,No
6387,11510,Oliver Cervantes,1.84181e+17,04/07/2025,127.97,MXN,Deposito,Tijuana,1.84181e+17,Ahorro,17:43:20,Deposito por transferencia,21608.5,21736.47,Cajero automatico,Deposito en ventanilla,Completada,No
6388,11391,Dolores Abigail Valencia Vanegas,5.89066e+16,24/10/2024,4235.79,MXN,Compra en linea,Hermosillo,7.85318e+17,Consumo,21:25:01,Compra Mercado Libre,32481.94,28246.15,App movil,Tarjeta credito,Completada,No
6389,24034,Esparta Marisol Venegas Veliz,8.54561e+17,03/08/2025,586.55,MXN,Compra en linea,Hermosillo,7.83026e+17,Consumo,22:29:56,Suscripcion streaming,25153.68,24567.13,Web,Tarjeta credito,Completada,No
6390,13546,Marisol Cuellar,9.76653e+17,12/03/2025,3227.08,MXN,Transferencia internacional,Ciudad Juarez,8.49197e+17,Remesas,11:59:35,SWIFT a extranjero,53971.75,50744.67,Sucursal bancaria,Transferencia internacional,Completada,No
6391,2129,Maria Jose Villalpando,5.01193e+17,13/11/2024,3850.32,MXN,Transferencia,Aguascalientes,9.54623e+17,Servicios,16:08:40,Abono a tarjeta,20676.24,16825.92,Web,Transferencia bancaria,Completada,No
6392,16528,Arcelia Castellanos,9.1121e+17,02/07/2025,2702.46,MXN,Transferencia,Merida,3.54932e+17,Transferencia personal,07:13:44,Pago a proveedor,41758.21,39055.75,App movil,Transferencia bancaria,Completada,No
6393,12869,Roberto Loya,8.3793e+17,22/12/2024,310.27,MXN,Transferencia,Toluca,2.04404e+17,Servicios,15:45:10,Pago a proveedor,10424.31,10114.04,App movil,SPEI,Completada,No
6394,4484,Victoria Cordero Fernandez,6.60948e+16,15/09/2025,2544.46,MXN,Transferencia,San Luis Potosi,2.10211e+17,Transferencia personal,20:18:15,Pago a tercero,10502.77,7958.31,App movil,Transferencia bancaria,Completada,No
